GENE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO	PWY	Module	Module-Name	Module-Completeness	Metabolism	Metabolism-name	KO-name	EC	MAG	Condition
vamb.megahit.295_65_2	3.145666479	3.961536883	2.231362583	1.775389134	0.07583365692	0.4660322916	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_65_40	11.38853745	-4.047830051	1.60488289	-2.522196527	0.01166245314	0.1791776891	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_66_11	5.225953301	2.363534876	1.400472311	1.687669836	0.09147462513	0.4732244931	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_66_13	3.159950461	3.94162113	2.056409162	1.91674945	0.05526976972	0.390636214	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.spades.267_63_26	14.69665346	-1.993681917	0.7686448697	-2.593762082	0.009493215495	0.08058685153	K05845,K05846	transporters	No Module	-	-			['opuC;', 'osmoprotectant', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_4_56	657.98021	-1.984583585	0.3919788356	-5.06	4.13e-07	3.94e-05	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.megahit.295_72_3	9.560201307	-2.829532796	1.630263444	-1.735629175	0.08262942396	0.4718898278	K07080	noPWY	No Module	-	-	99997	Function  unknown\n	['K07080;', 'uncharacterized', 'protein\n']	-	Lutisporaceae_sp._UNIPD17	AA+Ab
metabat2.spades.18_1_90	55.88874731	-1.983886275	0.6346620772	-3.125893836	0.001772655332	0.3082943064	-		No Module	-	-					Limnochordia_sp._UNIPD14	AA+Ab
vamb.megahit.295_74_39	6.884834318	-3.298572831	1.653927827	-1.994387407	0.04610973367	0.3624439531	K01872		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_79_18	2.623458871	4.131597829	1.854925852	2.22736549	0.02592285688	0.2481821768	K06976	noPWY	No Module	-	-	99997	Function  unknown\n	['K06976;', 'uncharacterized', 'protein\n']	-	Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_7_24	6.057239581	2.13872158	1.116458018	1.915630992	0.05541208187	0.390636214	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_85_1	6.212128014	8.790714709	4.357287873	2.017473934	0.04364607849	0.3512470126	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_85_2	4.621316716	8.363993196	4.367306794	1.915137541	0.0554749653	0.390636214	K01640	,aminoacids,carbohydrate	M00036,M00088	Leucine degradation, leucine => acetoacetate + acetyl-CoA,Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	33.33333333333333,40.0	280,650	,Valine   leucine  and  isoleucine  degradation  ,Butanoate  metabolism	HMGCL hmgL; hydroxymethylglutaryl-CoA lyase	4.1.3.4	Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_88_2	35.81218698	-1.534964762	0.7496997589	-2.047439317	0.04061496937	0.3431964912	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_90_12	26.15642093	-3.656863251	1.620324729	-2.256870605	0.02401616127	0.2451974131	K01533,K17686	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	copB; P-type Cu2+ transporter	7.2.2.9	Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_90_52	2.915387497	2.784014964	1.513989944	1.838859615	0.06593583718	0.4386654768	K07260	,glycan_biosynthesis,protein_families,protein_families	M00651	Vancomycin resistance, D-Ala-D-Lac type	14	55,010,031,003	,Peptidoglycan  biosynthesis  ,Glycosyltransferases  BR:ko01003\n,Glycosyltransferases  BR:ko01003\n	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_94_11	5.671798308	-2.895429433	1.683169308	-1.720224709	0.08539160327	0.4718898278	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
vamb.megahit.295_94_18	5.980966513	-2.813527647	1.670917132	-1.683822372	0.09221600232	0.4732244931	-		No Module	-	-					Lutisporaceae_sp._UNIPD17	AA+Ab
metabat2.spades.15_4_78	158.0692004	-1.980451421	0.5567234314	-3.56	0.0003746371076	0.005014182745	K19114	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['csh1;', 'CRISPR-associated', 'protein', 'Csh1\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_11_5	36.88006778	-1.978242322	0.6398474232	-3.09	0.00199	0.0309387286	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_12_13	14.50327988	-1.254584998	0.7279602423	-1.723425162	0.08481166797	0.3959241646	K02314	cell_growth	No Module	-	-	4112	Cell  cycle  -  Caulobacter	dnaB; replicative DNA helicase	5.6.2.3	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_12_7	8.978014224	-1.611382366	0.9033134491	-1.783857384	0.07444684219	0.3602337629	K07795	transporters	No Module	-	-			['tctC;', 'putative', 'tricarboxylic', 'transport', 'membrane', 'protein\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_63_1	33.162801	-1.966926893	0.6737082348	-2.919552993	0.003505337909	0.0454179276	K02664		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_15_38	33.2381307	1.594349704	0.7723243876	2.064352402	0.03898431598	0.2401936888	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_15_5	21.96851172	1.646531341	0.809678686	2.033561423	0.04199583466	0.2535014766	K06284	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['abrB,', 'abh;', 'AbrB', 'family', 'transcriptional', 'regulator,', 'transcriptional', 'pleiotropic', 'regulator', 'of', 'transition', 'state', 'genes\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_15_53	13.7331563	1.845915494	0.836577818	2.206507816	0.02734846358	0.1741185515	K02798,K02799,K02800	,transporters,carbohydrate	No Module	-	-	-,51	,-,Fructose  and  mannose  metabolism	cmtB; mannitol PTS system EIIA component	2.7.1.197	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_15_57	9.731044977	-1.339288331	0.8684252421	-1.542203365	0.1230241825	0.4658624392	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.15_1_6	157.417654	-1.965300173	0.5924561071	-3.317208059	0.0009092188085	0.01032320906	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_16_23	91.5671231	1.332438968	0.7470758804	1.783538999	0.07449860543	0.3602337629	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_17_16	8.160823957	3.023039601	1.353120602	2.234124288	0.02547489634	0.1677829379	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_18_26	13.46073618	1.426717033	0.9075154791	1.572113166	0.1159243087	0.4658624392	K00790	,glycan_biosynthesis,carbohydrate	No Module	-	-	550,520	,Peptidoglycan  biosynthesis  ,Amino  sugar  and  nucleotide  sugar  metabolism	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_18_27	12.82749923	1.845962562	0.969389415	1.904252856	0.0568772609	0.3060156854	K01924	glycan_biosynthesis	No Module	-	-	550	Peptidoglycan  biosynthesis	murC; UDP-N-acetylmuramate--alanine ligase	6.3.2.8	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_13_30	19.9183904	-1.961106918	0.5511511486	-3.558201636	0.0003734026285	0.008436901485	K02016	transporters	No Module	-	-			['ABC.FEV.S;', 'iron', 'complex', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_18_47	7.49254488	1.657772317	1.008192386	1.644301563	0.1001139266	0.4297024715	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_20_7	17.91816353	2.193988415	0.8893933309	2.466837044	0.0136312376	0.1080835662	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_21_13	14.98282796	1.648095991	0.9072324533	1.816619307	0.069275425	0.3602337629	K22278	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	pgdA; peptidoglycan-N-acetylglucosamine deacetylase	3.5.1.104	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_21_17	13.05235011	2.024667747	1.117160826	1.812333282	0.06993471492	0.3602337629	K16788	transporters	No Module	-	-			['niaX;', 'niacin', 'transporter\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_21_18	22.64230603	1.916301481	0.7678179378	2.49577587	0.01256819853	0.1021500391	K03183	cofactors_and_vitamins	M00116,M00117	Menaquinone biosynthesis, chorismate => menaquinol,Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	22.22222222222222,11.11111111111111	130	Ubiquinone  and  other  terpenoid-quinone  biosynthesis	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-14-benzoquinol methylase	2.1.1.163,2.1.1.163	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_21_22	30.97204895	1.532415408	0.8990132246	1.704552688	0.0882778817	0.4062909736	K02033	transporters	No Module	-	-			['ABC.PE.P;', 'peptide/nickel', 'transport', 'system', 'permease', 'protein\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_31_18	15.49544423	-1.945161072	0.7064562797	-2.75340616	0.005897867568	0.06449121723	K11072	transporters	No Module	-	-			potA; spermidine/putrescine transport system ATP-binding protein	7.6.2.11	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_8_62	82.27020318	-1.941540659	0.5260596525	-3.69072338	0.0002236172146	0.003372614856	K00074	,aminoacids,carbohydrate	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	28.57142857	360,650	,Phenylalanine  metabolism  ,Butanoate  metabolism	paaH hbd fadB mmgB; 3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_24_11	15.68629283	2.223694235	1.020076945	2.179927942	0.02926280335	0.1832523095	K02073	transporters	No Module	-	-			['metQ;', 'D-methionine', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_24_12	8.421076616	5.359087312	2.741328565	1.954923383	0.05059211417	0.2842086414	K02072	transporters	No Module	-	-			['metI;', 'D-methionine', 'transport', 'system', 'permease', 'protein\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
maxbin2.spades.001_1_829	455.6283857	-1.939623441	0.4656317833	-4.17	3.11e-05	0.0008975953531	K03053		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_24_14	7.312554259	3.086397931	1.289281112	2.393890598	0.01667072042	0.1265032802	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_56_6	22.47672256	-1.932889355	0.6633916676	-2.913647321	0.003572332362	0.03790641562	K03046	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	"rpoC; DNA-directed RNA polymerase subunit ""beta"" "	2.7.7.6	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
maxbin2.megahit.017_133_4	20.06127321	-1.92807317	0.6156818319	-3.13	0.00174	0.02357878232	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD3	AA+Ab
vamb.spades.267_31_13	9.63092688	-1.321352396	0.8787311783	-1.50370492	0.1326573619	0.4872606945	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_31_133	22.98317961	-1.97686484	0.8033538382	-2.460764792	0.01386412237	0.1080835662	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_31_134	23.67177715	-1.309536546	0.782738733	-1.673018711	0.09432361271	0.4239014124	K04487	,cofactors_and_vitamins,protein_familiies_signalling	No Module	-	-	7,302,048	,Thiamine  metabolism  ,Prokaryotic  defense  system  BR:ko02048\n	iscS NFS1; cysteine desulfurase	2.8.1.7	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_31_186	11.72783893	2.192864616	1.145695375	1.914003203	0.05561974655	0.3035249026	K07978	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['plmA;', 'GntR', 'family', 'transcriptional', 'regulator\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_31_188	13.9352095	1.615025859	1.036732867	1.557803279	0.1192798885	0.4658624392	K00174	,energy,carbohydrate,carbohydrate,carbohydrate,carbohydrate	M00009,M00011,M00173,M00614,M00620	Citrate cycle (TCA cycle, Krebs cycle),Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate,Reductive citrate cycle (Arnon-Buchanan cycle),Anoxygenic_photosynthesis_in_green_sulfur_bacteria,Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	50.0,40.0,50.0,46.15384615384615,42.857142857142854	,720,10,20,620,650	,Carbon  fixation  pathways  in  prokaryotes  ,Glycolysis  /  Gluconeogenesis  ,Citrate  cycle  (TCA  cycle)  ,Pyruvate  metabolism  ,Butanoate  metabolism	korA oorA oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.3,1.2.7.3	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_31_191	13.80038754	2.061417891	0.9138798632	2.255677113	0.02409085994	0.163339157	K00260,K00261,K00262	,aminoacids,aminoacids,aminoacids,energy	No Module	-	-	250,220,430,910	,Alanine   aspartate  and  glutamate  metabolism  ,Arginine  biosynthesis  ,Taurine  and  hypotaurine  metabolism  ,Nitrogen  metabolism	gudB rocG; glutamate dehydrogenase	1.4.1.2	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_31_75	85.16676368	-0.9834437649	0.5535885947	-1.776488487	0.07565243793	0.3612403911	K06416	signalling	No Module	-	-	99978	Cell  growth\n	['spoVS;', 'stage', 'V', 'sporulation', 'protein', 'S\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_35_36	23.8713724	-1.521940972	0.6646597404	-2.289804661	0.02203264284	0.1530267194	K01006	,energy,energy,carbohydrate,carbohydrate	M00169,M00171,M00172,M00173,M00614	CAM (Crassulacean acid metabolism), light,C4-dicarboxylic acid cycle, NAD - malic enzyme type,C4-dicarboxylic acid cycle, NADP - malic enzyme type,Reductive citrate cycle (Arnon-Buchanan cycle),Anoxygenic_photosynthesis_in_green_sulfur_bacteria	50.0,14.285714285714285,25.0,50.0,46.15384615384615	,710,720,10,620	,Carbon  fixation  in  photosynthetic  organisms  ,Carbon  fixation  pathways  in  prokaryotes  ,Glycolysis  /  Gluconeogenesis  ,Pyruvate  metabolism	ppdK; pyruvate orthophosphate dikinase	2.7.9.1	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_37_23	10.57697708	2.139806758	1.086502968	1.969444005	0.04890212666	0.2788151102	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_47_2	211.9474824	-1.925551235	0.4555135395	-4.227209661	2.37e-05	0.0009484954531	K01937	nucleotide	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	100	240	Pyrimidine  metabolism	pyrG CTPS; CTP synthase	6.3.4.2	Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_39_16	251.2702943	1.347226035	0.5344105988	2.520956803	0.01170362187	0.09719094682	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.15_4_70	211.9799863	-1.91964943	0.6047715904	-3.17417263	0.001502642908	0.01453034123	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.spades.15_8_68	1483.316224	-1.89803458	0.6688474795	-2.837768906	0.004543006132	0.03155125564	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_39_26	8.885376069	2.399769178	1.44456248	1.66124291	0.0966646708	0.4260463236	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_39_5	25.20670157	-1.118347939	0.7170617094	-1.559625796	0.1188483369	0.4658624392	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_39_6	9.074017464	1.513634171	1.014580942	1.491881139	0.135730308	0.4937997872	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_44_14	13.12240598	-1.893578067	0.6535227022	-2.897493937	0.003761570087	0.04671914563	K00362,K22405	energy	M00530	Dissimilatory nitrate reduction, nitrate => ammonia	0	910	Nitrogen  metabolism	nirB; nitrite reductase (NADH) large subunit	1.7.1.15	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_36_11	40.40413534	-1.888562548	0.7013921998	-2.692591319	0.007089911654	0.04315876944	K02796	,transporters,carbohydrate,carbohydrate	No Module	-	-	-,51,520	,-,Fructose  and  mannose  metabolism  ,Amino  sugar  and  nucleotide  sugar  metabolism	['manZ;', 'mannose', 'PTS', 'system', 'EIID', 'component\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.spades.15_10_106	129.8138031	-1.885550456	0.4652806371	-4.052501449	5.07e-05	0.001044999504	K03553	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['recA;', 'recombination', 'protein', 'RecA\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_43_9	43.29857783	-0.9912470107	0.6284245041	-1.577352577	0.1147144209	0.4658624392	K02529	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['galR;', 'LacI', 'family', 'transcriptional', 'regulator,', 'galactose', 'operon', 'repressor\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_45_13	11.10605381	-1.57088825	0.9120107437	-1.722444896	0.08498895679	0.3959241646	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_45_14	75.91139666	-0.8846736001	0.5274014878	-1.677419614	0.09346045656	0.4239014124	K07080	noPWY	No Module	-	-	99997	Function  unknown\n	['K07080;', 'uncharacterized', 'protein\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_46_5	22.28801021	-1.193610303	0.6673390939	-1.788611389	0.07367742246	0.3602337629	K01470,K22232	aminoacids	No Module	-	-	330	Arginine  and  proline  metabolism	E3.5.2.10; creatinine amidohydrolase	3.5.2.10	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_49_61	12.43446786	-1.487014794	0.8961059561	-1.659418492	0.09703149255	0.4260463236	K01586	,aminoacids,aminoacids	M00016,M00525,M00526,M00527	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine,Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine,Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine,Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	77.77777777777779,55.55555555555556,100.0,71.42857142857143	300,470	,Lysine  biosynthesis  ,D-Amino  acid  metabolism	lysA; diaminopimelate decarboxylase	4.1.1.20	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
maxbin2.spades.001_1_702	1677.547843	-1.885183649	0.4339026881	-4.34	1.39e-05	0.0005065835057	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_4_73	106.8539896	-1.883668678	0.558768343	-3.37	0.000749	0.008848243069	K19076	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr2,', 'cas10;', 'CRISPR-associated', 'protein', 'Cmr2\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_51_1	70.68225061	-0.9618258061	0.5369299191	-1.791343287	0.07323822378	0.3602337629	K02529,K03484	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['galR;', 'LacI', 'family', 'transcriptional', 'regulator,', 'galactose', 'operon', 'repressor\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_51_10	13.56065542	1.723032865	0.8739475605	1.971551776	0.04866079692	0.2788151102	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.15_6_97	1029.056388	-1.883093982	0.6611716165	-2.848116791	0.004397878203	0.03086149947	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_51_3	14.76323633	-2.18431801	0.9702886361	-2.251204362	0.02437259673	0.163339157	K10441	transporters	No Module	-	-			rbsA; ribose transport system ATP-binding protein	7.5.2.7	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.15_11_30	83.63183864	-1.882370636	0.5929638837	-3.174511446	0.001500889714	0.01453034123	K03802	,noPWY,noPWY	No Module	-	-	9,998,099,980	,Enzymes  with  EC  numbers\n,Enzymes  with  EC  numbers\n	cphA; cyanophycin synthetase	6.3.2.29,6.3.2.29	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_51_9	9.723323941	-1.51153225	0.9784361985	-1.544844981	0.1223837643	0.4658624392	K19824	noPWY	No Module	-	-	99982	Energy  metabolism\n	['fprB;', 'rubrerythrin\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.18_16_43	89.96990184	-1.881278264	0.6233921764	-3.02	0.002546096677	0.3795502689	-		No Module	-	-					Limnochordia_sp._UNIPD14	AA+Ab
metabat2.megahit.33_74_2	12.51942315	-1.88038174	0.6819331971	-2.75742807	0.005825802908	0.06449121723	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_11_23	218.1783752	-1.874965208	0.4335315022	-4.32	1.53e-05	0.0006964359752	K01919	,aminoacids,aminoacids	M00118	Glutathione biosynthesis, glutamate => glutathione	50	270,480	,Cysteine  and  methionine  metabolism  ,Glutathione  metabolism	gshA; glutamate--cysteine ligase	6.3.2.2	Tissierellaceae_sp._UNIPD12	AA+Ab
maxbin2.spades.001_1_1029	47.72385772	-1.865265833	0.5035441577	-3.7	0.000212	0.003726274716	K14112	noPWY	No Module	-	-	99982	Energy  metabolism\n	['ehbC;', 'energy-converting', 'hydrogenase', 'B', 'subunit', 'C\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_54_91	20.82465286	-1.243367147	0.6719114191	-1.850492656	0.06424257553	0.3408425535	K01007,K08483	,energy,energy,carbohydrate,carbohydrate	M00173,M00374,M00614	Reductive citrate cycle (Arnon-Buchanan cycle),Dicarboxylate-hydroxybutyrate cycle,Anoxygenic_photosynthesis_in_green_sulfur_bacteria	50.0,30.76923076923077,46.15384615384615	,720,680,10,620	,Carbon  fixation  pathways  in  prokaryotes  ,Methane  metabolism  ,Glycolysis  /  Gluconeogenesis  ,Pyruvate  metabolism	pps ppsA; pyruvate water dikinase	2.7.9.2	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
vamb.spades.267_56_33	60.73746131	-0.9482039226	0.6291038172	-1.507229644	0.1317518042	0.4872606945	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_4_73	129.1813817	-1.853941824	0.6285942762	-2.949345697	0.003184475485	0.04312396157	K18011	,aminoacids,aminoacids	No Module	-	-	310,470	,Lysine  degradation  ,D-Amino  acid  metabolism	kamE; beta-lysine 56-aminomutase beta subunit	5.4.3.3	Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_59_11	43.31378415	0.9161458569	0.5771852378	1.587264879	0.112452666	0.4658624392	K03406		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
maxbin2.spades.001_1_983	1416.668447	-1.851761311	0.3896405535	-4.75248609	2.01e-06	0.0001162420716	K07041	noPWY	No Module	-	-	99997	Function  unknown\n	['K07041;', 'uncharacterized', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_61_16	13.94426842	-1.183788228	0.7467286344	-1.585299095	0.1128983947	0.4658624392	K01689	,Folding_sorting_degradation,energy,carbohydrate	M00001,M00002,M00003,M00346	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate,Glycolysis, core module involving three-carbon compounds,Gluconeogenesis, oxaloacetate => fructose-6P,Formaldehyde assimilation, serine pathway	100.0,100.0,100.0,33.33333333333333	,3018,680,10	,RNA  degradation  ,Methane  metabolism  ,Glycolysis  /  Gluconeogenesis	ENO eno; enolase	4.2.1.11	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.15_9_74	6160.0623	-1.851114852	0.6706137053	-2.760329586	0.005774307468	0.03788920582	K03315	transporters	No Module	-	-			['nhaC;', 'Na+:H+', 'antiporter,', 'NhaC', 'family\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_63_14	11.80413285	1.56526826	0.8705920336	1.797935427	0.07218724117	0.3602337629	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.15_13_68	224.263145	-1.847429978	0.3578146422	-5.163092171	2.43e-07	1.33e-05	K07030	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	fakA; fatty acid kinase	2.7.2.18	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_63_19	16.38496709	2.092340378	0.891003649	2.348296083	0.01885952285	0.1335478288	K19405	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	mcsB; protein arginine kinase	2.7.14.1	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.15_4_84	37.53235424	-1.839911894	0.6726828951	-2.735184598	0.006234530185	0.04012734237	K09951	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cas2;', 'CRISPR-associated', 'protein', 'Cas2\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_63_23	25.34702732	-0.9378712685	0.5997085953	-1.563878317	0.1178461476	0.4658624392	K02355		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_4_61	28.25097274	-1.830269308	0.67422423	-2.71462998	0.00663498575	0.0675355322	K06296,K06311	transporters	No Module	-	-			['gerKB;', 'spore', 'germination', 'protein', 'KB\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
